구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수,sylla_eng,syllabus_kr
전공선택,CHBE347,고분자화학,3,1.0,,,,,3,3,세계적 기술 선도를 위한 창의적 사고,공과대학,화공생명공학과,화공생명공학과,,,2,"The goal of this course is to introduce students to polymer chemistry. Emphasis will be placed on synthetic methods, however we will cover characterization techniques and basic polymer properties as well. Topics in this course will include condensation po","산업적으로 많이 사용되는 다양한 종류의 고분자 합성방법과 분석방법을 다룬다. 전통적으로 많이 사용되고 있는 축합중합, 라디칼중합, 유화중합, 이온중합, 개환중합 등을 비롯하여 최근에 대두된 리빙라디칼중합 등에 대한 합성법 및 반응메커니즘을 이해한다. 또한 합성 "
전공선택,CHBE389,공학현장실습Ⅰ,3,1.0,,,,,3,0,공학적 교양을 갖춘 의사소통,공과대학,화공생명공학과,화공생명공학과,,,3,This course is aimed to provide opportunities to experience application and development of new technology in the area of chemical and biological engineering by working at industries or research centers.,"화공생명공학과 각 분야의 산업 또는 연구개발 현장에 직접 참여토록 하여, 학부과정에서 배운 이론과 실기능력을 적용하고 살아있는 지식을 습득할 수 있는 기획를 제공한다."
전공선택,CHBE399,공학현장실습Ⅱ,3,2.0,,,,,3,0,공학적 교양을 갖춘 의사소통,공과대학,화공생명공학과,화공생명공학과,,,1,This course is aimed to provide opportunities to experience application and development of new technology in the area of chemical and biological engineering by working at industries or research centers.,"화공생명공학과 각 분야의 산업 또는 연구개발 현장에 직접 참여토록 하여, 학부과정에서 배운 이론과 실기능력을 적용하고 살아있는 지식을 습득할 수 있는 기획를 제공한다."
전공선택,CHBE402,에너지공학,4,2.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,"This course covers the concept and kinds of energy, fundamental principles of energy transfer system in terms of thermodynamics, fluid dynamics and heat & mass transfer. In addition, energy recycle and reuse, energy conservation, economy and environmental","에너지의 개념과 열역학, 유체역학, 열전달의 관점에서 에너지 전달의 기초이론을 설명하고 이를 에너지 변환시스템에 적용한다. 기존과 새로운 에너지를 얻기 위한 시스템을 각론으로 다루고, 에너지 재활용, 보존, 경제성, 그리고 환경문제를 다룬다._x000D_
"
전공선택,CHBE403,전기화학공학,4,1.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,"Lecture focus on electrochemical principles which play a key role in alternative energy sources, fine separation, lab-on-a-chips, and various applications. Main subjects include chemical and biological analysis, detection, and separation as well as conver","신에너지원과 정밀분리 및 Lab-on-a-Chip에 활용되고 있는 전기화학의 원리를 학습하고 다양한 응용에 관한 이해를 높인다. 생물화학적 분석, 검출 및 분리 기술에의 응용과 1차 및 2차 전지 그리고 연료전지 등 신에너지의 저장과 변환 기술의 발전에 대해 논의한다."
전공선택,CHBE406,생물분리공정,4,1.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,5,Understanding of strategies and solving problems related to recovery and purify bioproducts. ,생명공학 제품들을 효율적으로 분리하기 위해 필요한 전반적인 분리공정을 강의한다. 
전공선택,CHBE413,의생명화학공학,4,1.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,This is a coursework for an introduction to biomedical engineering. This course will deliver the basic science knowledge used by chemical engineers at a level accessible to all chemical engineering students and demonstrates the first steps in applying thi,"이 과목은 의학생명공학의 입문서로서 기초 화학공학의 지식을 가지고 있는 학생들에게 인간의학과 관련한 여러 문제를 해결할 수 있는 기초 지식을 제공하는데 그 목적을 두고 있다. 의학생명공학은 바이오분석장비, 바이오이미징, 바이오메카닉스, 바이오소재 그리고 분자 "
전공선택,CHBE414,효소공학,4,1.0,,,,,3,3,세계적 기술 선도를 위한 창의적 사고,공과대학,화공생명공학과,화공생명공학과,,,4,Lectures on enzyme-related basic sciences and in-depth teaching on various applications of enzymes.,"효소와 관련된 기초과학적인 내용과 더불어, 효소의 다양한 응용에 대한 내용을 심도 있게 강의하고자 한다. "
전공선택,CHBE417,공정및제품설계,4,1.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,5,"The best process flow sheet and estimated design conditions are developed through a conceptual design of chemical processes. In various stages of the conceptual design, process alternatives are synthesized and analyzed, and then the best one is chosen bas",공정의 개념설계는 프로젝트의 채택 여부와 수행방법의 결정자료가 되는 주요 설계 작업이다. 개념설계의 각 단계에서는 가능한 한 최소의 정보로부터 기술적 가능성에 기초한 공정합성/분석과 경제성에 근거한 대안의 선택이 요구된다. 공정설계를 통하여 학생들은 공정의  
전공선택,CHBE418,나노화학공학,4,2.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,"As physical dimension of matter reduces to nanometer scale, unseen material functions appear owing to involvement of quantum phenomena. Nanofabrication processes are seen as ""Top-Down"" technique chopping the big into the small and as ""Bottom-Up"" assemblin",물질의 크기가 나노미터 수준으로 작아지면 양자현상이 발현되어 새로운 물질 기능이 발생된다. 나노물질을 제작하는 공정은 큰 것을 잘게 자르는 Top-Down 방식과 원자 또는 분자들을 조립하는 Bottom-Up방식으로 나눌 수 있다. 본 과목에서는 나노공정에 대하여 전반적으로
전공선택,CHBE419,고분자물성,4,1.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,"This course will teach molecular weight of polymers, crystallization and morphology, glass transition temperature and melting point, polymer solutions, viscosity, and elasticity of the polymers. Also, this course includes the biodegradable polymers.","고분자의 분자량, 결정화 및 형태학, 유리전이 온도와 녹는점, 고분자 용액, 그리고 점성 및 탄성에 관하여 강의하며, 분해성 고분자 등 바이오 고분자에 관하여도 강의한다."
전공선택,CHBE420,화공생명공학종합설계Ⅰ,4,2.0,,,,,3,4,사회적 책임감을 갖춘 윤리적 사고,공과대학,화공생명공학과,화공생명공학과,,,5,"Based on theories and experimental techniques learned from regular CBE course, subjects of team project are suggested and performed according to capstone design procedure. Results of the suggested projects are presented and evaluated.",화공생명공학 전공 교과목에서 습득한 이론과 실습을 바탕으로 팀별로 과제를 기획하고 이 과제를 종합설계 과정에 따라 수행한다. 제안된 과제의 결과물은 발표회를 개최하여 평가한다.
전공선택,CHBE441,학부세미나Ⅰ,4,1.0,,,,,1,1,글로벌 시대에 맞는 다양성,공과대학,화공생명공학과,화공생명공학과,,,3,This course is a seminar program to deal with all the fields of chemical and biological engineering.,화공생명공학 전반을 아우르는 연사초청 세미나 프로그램
전공선택,CHBE442,학부세미나Ⅱ,4,2.0,,,,,1,1,글로벌 시대에 맞는 다양성,공과대학,화공생명공학과,화공생명공학과,,,1,This course is a seminar program to deal with all the fields of chemical and biological engineering.,화공생명공학 전반을 아우르는 연사초청 세미나 프로그램
전공선택,CHBE423,화공생명공학특강Ⅰ,4,1.0,,,,,3,3,공학적 교양을 갖춘 의사소통,공과대학,화공생명공학과,화공생명공학과,,,3,This course is for introducing new field of chemical and biological engineering and learning its principles. It purposes for students to prepare new chemical engineering industries coming in the future and to increase opportunities in their careers.,"화공생명공학의 새로운 분야에 대해 소개하고 그 원리를 습득함으로써, 화공생명공학도로서의 경험과 진로의 폭을 넓히고 미래에 도래하는 새로운 화공산업에 대비한다."
전공선택,CHBE428,유변학및고분자가공,4,2.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,4,This course introduces the fundamental concepts on rheology dealing with the flow and deformation of matters and the applications to various rheological processes including polymer processes.,물질의 유동과 변형을 다루는 학문인 유변학에 대한 기초 개념 및 이론을 배우고 화공산업의 핵심 공정인 고분자 가공을 포함한 유변공정에 응용하는 방법론을 발전시킨다.
전공선택,CHBE430,화공생명공학종합설계Ⅱ,4,2.0,,,,,3,4,사회적 책임감을 갖춘 윤리적 사고,공과대학,화공생명공학과,화공생명공학과,,,5,"Based on theories and experimental techniques learned from regular CBE course, subjects of team project are suggested and performed according to capstone design procedure. Results of the suggested projects are presented and evaluated.",화공생명공학 전공 교과목에서 습득한 이론과 실습을 바탕으로 팀별로 과제를 기획하고 이 과제를 종합설계 과정에 따라 수행한다. 제안된 과제의 결과물은 발표회를 개최하여 평가한다.
전공선택,CHBE495,공정제어응용,4,2.0,,,,,3,3,도전적 사고를 갖춘 공학적 리더쉽,공과대학,화공생명공학과,화공생명공학과,,,1,,
전공인정,EGRN230,국제공학인턴쉽Ⅲ,2,,,,,,9,0,,공과대학,화공생명공학과,공과대학,,,0,This Internship benefits include developing personally and professionally while working companies abroad to second and third year students during vacation. Students are able to apply theoretical principles into real-world. Students are expected to accumul,"4학년 학생을 대상으로 정규 학기 중에 해외에 소재한 기업 또는 기관에서 강의실에서 배운 이론적인 지식을 현장에서 적용하도록 한다. 해외 진출에 따른 실무적인 준비, 현지 생활, 해당국 어학 및 타국 문화이해 증진 등의 다양한 경험을 쌓도록 한다"
전공인정,NEIK422,차세대에너지저장변환공학,2,,,,,,3,4,,공과대학,화공생명공학과,에너지신산업융합전공,,,3,"In this course, we will study basic principles and applications of the advanced power sources to use in humanoid robots, drones, and electric vehicles. In addition, core technologies of the next-generation rechargeable batteries and fuel cells, and their ","미래사회의 인간형 로봇, 드론, 전기자동차 등의 전자기기의 전력원으로 사용하기 위한 차세대 파워소스를 소개하고 구동 원리와 응용기술에 대해 학습한다. 차세대 이차전지, 연료전지 등 다양한 파워소스의 요소기술을 파악하고, 응용에 있어 발생하는 기술적 이슈와 잠재 "
전공인정,NEIK242,에너지환경기술,1,,,,,,3,3,,공과대학,화공생명공학과,에너지신산업융합전공,,,2,"This course will examine the multiple effects of global environmental change by the conventional energy consumption. As an introduction course, we will pay particular attention to 1) the central place of environmental crises associated with energy securit",본 교과목은 인간사회에서 에너지와 재화의 남용이 초래한 기후위기에 대응하며 지속 가능한 사회를 구현하기 위해 지구에 부정적 파급효과를 최소화 할 수 있는 환경관리기술과 신재생에너지 활용기술을 개론 수준에서 강의한다.
전공인정,MOBI105,에너지수지계산,2,,,,,,2,3,,공과대학,화공생명공학과,스마트모빌리티학부,,,2,"This course serves as an introduction to energy engineering. The curriculum covers essential topics such as understanding process physical quantities and their conversion, application of conservation laws for matter and energy, formulation of mass and ene","1. 본 수업에서는 예제와 실습을 통해 학생들이 기계의 구동 원리를 배우게 됩니다. 학생들은 직접 실습을 진행하며 기구학, 재료, 운동학, 역학, 전기회로, 기계 부품 등의 다양한 기계의 원리와 기계 동작의 원리를 학습합니다. 본 수업은 역학에 대한 이해가 적거나 전혀 "
전공인정,MOBI201,수소에너지기초,3,,,,,,3,3,,공과대학,화공생명공학과,스마트모빌리티학부,,,1,"This course introduces the fundamental concepts and applications of hydrogen energy as a cornerstone in the field of smart mobility. It explores the production, storage, and use of hydrogen as an alternative energy source, emphasizing its role in reducing","1. 이 과목은 에너지공정이 일상생활 및 산업에서 응용되는 범위를 설명하고 연관된 제품이나 그의 생산공정에 대해 공학적인 기초해석을 위한 방법론을 배운다. 각 공정의 해석은 물질수지 및 에너지 수지의 분석을 통해 이루어지는데 이에 필요한 공정의 변수에 대한 이해,"
전공인정,EGRN332,기술과창업,4,,,,,,3,3,,공과대학,화공생명공학과,공과대학,,,1,,
전공인정,EGRN430,공학인턴십Ⅰ,4,,,,,,6,0,,공과대학,화공생명공학과,공과대학,,,3,This Internship gives senior students the opportunity to integrate theory learned in the classroom with practical application and skills development.,인턴쉽프로그램을 통해 수업에서 배운 이론을 실제로 적용하는 기회를 제공한다.
전공인정,EGRN440,공학인턴십Ⅱ,4,,,,,,9,0,,공과대학,화공생명공학과,공과대학,,,3,This internship is to provide opportunities to senior students that they can apply theoretical principles and practical techniques to real-world through participating in various engineering fields such as high-tech industry and R&D.,인턴쉽프로그램을 통해 R&D 분야와 같은 다양한 공학 현장에서 이론과 기술적 사항들을 실제 적용하는 기회를 제공한다.
전공인정,NEIK411,태양에너지공학,4,,,,,,3,0,,공과대학,화공생명공학과,에너지신산업융합전공,,,3,"-Study on theories about solar cells that can generate electricity directly     _x000D_
 using solar energy. _x000D_
-Understanding of trends in research on currently commercialized silicon solar _x000D_
 cells and next-generation solar cells (Perovskite, Ogranic and so on",태양에너지를 이용하여 직접 전기를 생산할 수 있는 태양전지에 관한 이론 습득 및 현재 상용화된 실리콘 태양전지와 차세대 태양전지 연구 동향 파악과 실험·실습을 통한 구조 및 공정기술 이해
전공인정,NEIK321,에너지저장소재설계,3,,,,,,3,4,,공과대학,화공생명공학과,에너지신산업융합전공,,,2,Thiscourseprovidetheprincipleoflithiumionbatteryandsupercapacitor.,"실생활에널리활용되고있는에너지저장기기(리튬이온이차전지및슈퍼커패시터)의기본원리를학습하고핵심구성소재에대해이해한다.이를통해에너지저장기기의원리와응용분야에대한지식을습득하고,개발되고있는연구방향의흐름을이해한다."
전공인정,NEIK332,화학적에너지수송,3,,,,,,3,3,,공과대학,화공생명공학과,에너지신산업융합전공,,,2,"Methods and theories that can chemically convert energy produced based on renewable energy technology, types and characteristics of applicable chemical transport media, and considerations for transport are covered._x000D_
The knowledge about chemical energy tra","신재생에너지 기술을 기반으로 생산된 에너지를 화학적으로 전환시킬 수 있는 방법 및 이론, 적용 가능한 화학적 수송 매체의 종류 및 특성, 수송 시 고려해야할 사항을 다룬다._x000D_
환경오염 문제, 에너지 자원의 지역적인 편중으로 인한 수급불안 문제 및 에너지 자원의 고갈 "
