구분,학수번호,교과목명,학년,학기,필수선수,권장선수,실험실습,세부전공,학점,시간,전공역량,대학,학과,개설학과,내용,메모,개설횟수,sylla_eng,syllabus_kr
전공선택,KMSE320,신소재종합설계2,3,2.0,,,,,3,4,팀워크를 통한 협력,공과대학,신소재공학부,신소재공학부,,,2,"Based on the engineering theory, capstone design will be studied. Problem solving process as well as identification of the engineering problem, and creative solution will be evaluated. Team work skill and communication skill will be also evaluated.","공학이론을 바탕으로 소재의 개발, 선택, 제조공정, 물성측정 등에 대한 공학적 문제를 인식하고 이에 대한 해결을 위해 종합적인 설계를 수행한다. 본 교과목을 통해 소재 설계 역량뿐만 아니라 팀웍, 커뮤니케이션 역량 등의 증진도 유도한다."
전공선택,KMSE321,공학현장실습1,3,1.0,,,,,3,0,비판적 사고 능력,공과대학,신소재공학부,신소재공학부,,,0,"The objective of the course is to provide an opportunity for undergraduate students to participate in industrial and/or R&D fields. Through the industrial training, students enhance the academic materials studied at University by experiencing the discipli","산업 또는 연구개발 현장에 직접 참여토록 하여, 학부과정에서 배운 이론과 실기 능력을 적용하고 살아있는 지식을 습득할 수 있는 기회를 제공한다."
전공선택,KMSE322,공학현장실습2,3,2.0,,,,,3,0,비판적 사고 능력,공과대학,신소재공학부,신소재공학부,,,0,"The objective of the course is to provide an opportunity for undergraduate students to participate in industrial and/or R&D fields. Through the industrial training, students enhance the academic materials studied at University by experiencing the discipli","산업 또는 연구개발 현장에 직접 참여토록 하여, 학부과정에서 배운 이론과 실기 능력을 적용하고 살아있는 지식을 습득할 수 있는 기회를 제공한다."
전공선택,KMSE403,금속재료,4,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2,"Structure and properties of engineering metals and alloys are studied in this course. Emphasis is given to the applications of the metals and alloys based on the physical, chemical, mechanical properties, and their production.","금속재료의 제조과정, 구조와 성질의 상관성에 대한 기본적인 개념을 강의한 다음 각종 철강재료 및 비철 금속재료의 특징적인 물성과 그 활용법을 다룬다."
전공선택,KMSE404,세라믹재료공정,4,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2, This course covers fundamental principles and processing techniques for ceramic processing. Intelligent capacity for fabrication of ceramic componet and processing improvement will be built from the understanding ceramic processing.," 원료, 합성, 가공에 관련된 세라믹 공정의 기초원리와 공정 기술에 관해서 배운다. 세라믹 공정의 이해를 통해 세라믹 부품 제조와 공정 개선 능력을 키우게 된다."
전공선택,KMSE405,반도체공정,4,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2, This course reviews the VLSI fabrication principles., VLSI 공정 전반을 공부한다.
전공선택,KMSE406,복합재료,4,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,1,"This course introduces the properties of composite materials based on metal, ceramic, and polymeric matrices. Microscopic and macroscopic interpretations of mechanics in composites are also studied concerning the aspect ratio and directionality of the rei","금속, 세라믹 및 고분자 재료를 이용하여 제조되는 복합재료의 공정 및 특성에 관하여 학습하며 현재 실용화 되어있는 고기능성 복합재료를 대상으로 시스템 내에서의 역할을 분석하여 이를 바탕으로 신소재 복합재료의 합성방법에 관하여 공부한다."
전공선택,KMSE407,광소재및소자,4,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,1,"Physical properties of photonic semiconductors and their device performance are lectured. In this regard, the electrical, structural and optical properties of semiconducting materials for optoelectronic devices are described. In addition, the effects of d","광소자용 광반도체의 물질특성과 적용 소자의 물성을 이해하고자 한다. 이를 위해 무기 및 유기 광반도체 재료의 전기적 특성, 광학적 성질, 구조적 물성 등과 이들에 영향 미치는 도핑, 온도, 조성 변화에 따른 물성을 체계적으로 다룬다. 또한 LED, LD, solar cells, photo"
전공선택,KMSE408,전자재료공정,4,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2,"분말 형태로 적용되는 전자재료의 합성 및 응용 기술, 소재의 조성, 형상 및 입도등이 전자재료의 특성에 미치는 영향에 대해 학습한다. 기상 공정에 의한 기능성 전자세라믹, 금속 및 글래스 전자소재의 합성 원리 및 기술에 대해서도 소개한다.","분말 형태로 적용되는 전자재료의 합성 및 응용 기술, 소재의 조성, 형상 및 입도등이 전자재료의 특성에 미치는 영향에 대해 학습한다. 기상 공정에 의한 기능성 전자세라믹, 금속 및 글래스 전자소재의 합성 원리 및 기술에 대해서도 소개한다."
전공선택,KMSE409,전자기학,4,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,0,"This lecture introduces the basic principles of electromagnetism, vector analysis, electrostatics, magnetic fields of steady currents, and relativistic dynamics, Maxwell’s equations and their applications, electrodynamics, magnetic properties of matter, ",전기와 자기의 상호작용 등 전자기현상의 전반적인 기본 개념과 원리를 이해하고 이의 구체적 활용 및 전기와 자기는 서로 독립적으로 분리된 것이 아니라 상호 밀접한 관계가 있음을 이론적으로 기술하는 멕스웰 방정식의 이해와 고찰함을 목표로 둔다. 신소재공학에 필요한
전공선택,KMSE410,전자재료응용물성,4,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,0," Offer the basic understandings on semiconductor devices, solid-state optical devices, superconducting materials, sensors and actuators. This course focuses the correlation between the principle and applications of a device. The class consists of lectures"," 반도체 소자, 고체 광학 소자, 초전도체, 센서 및 엑튜에이터 등의 여러 가지 전자재료 응용소자에 대해 학습한다. 소자의 동작 원리와 응용범위의 상관관계에 대해 중점적으로 연구한다. 본 강의에서는 PN junction,FET,LED,디스플레이(LCD,OLED,PDP,FED), 태양전지, 더이 "
전공선택,KMSE411,분자바이오소재,4,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2,"Within the scope of basic materials science and chemistry, this course covers fundamental principles of structure and physical bonding of organic and biological molecules. Based on this understanding, this course will introduce how molecules are assembled","기초적인 신소재공학과 화학의 범위 안에서, 이 교과목에서는 유기 및 바이오 분자의 구조와 물리적 결합에 기반한 소재의 기초적인 원리에 대해서 배운다. 이 기초원리에 기반하여 분자결합 자가조립 및 바이오 소재 (예: 배위, 양친매성, 입자 및 세포 조립)에 대해 소개한"
전공선택,KMSE412,디스플레이소재및공정,4,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This course covers information display material for LCD, PDP, and organic EL. In particular, we focus on TFT-LCD, which is thinner, lighter, and lower power consumption as compared with CRT. Material technololgy for TFT-LCD, e.g. liquid crystal, color fi"," 정보표시용 디스플레이 소자인 LCD, PDP, 유기EL등의 소자용 재료를 살펴본다. 특히 초박형, 경량, 절전 등에서 우세하며, 고도 정보 표시가 가능한 TFT-LCD를 주로 논의하며, TFT-LCD의 부품 및 재료기술, 즉 액정재료, color filter, 실장 기술, 백라이트, 편광필름, 유리"
전공선택,KMSE413,고분자전자재료,4,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,0," This course covers the introduction to technical trends of electronic polymers, the relationship between molecular structure and physical properties of thermosetting polymersas most available electronic polymers, and the structural features which should "," 반도체 패키지용 고분자 전자재료의 기술 동향을 소개하고, 여기에 주로 사용되어지고 있는 열경화성 수지의 분자구조와 그 특성과의 관계, 그리고 전자재료로써 갖추어야하는 구조적인 특징에 대해 공부한다."
전공선택,KMSE414,초전도재료및응용,4,2.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,0,This course introduces the basic theory and fundamental concepts of superconductivity and Low/High temperature superconducting materials and its applications. This course also includes various experiments such as synthesis of HTS-YBCO superconductor and m,"초전도 이론, 기초원리, 특성, 합성 및 응용 등 다양하고도 포괄적인 강의 및 실헙/실습을 통해 초전도재료 및 응용에 대한 흥미를 유발시키고 나아가 차세대 최첨단 응용기술로서 초전도를 이해토록 하여, 초전도 분야의 전문인력을 양성하는데 목표를 둔다. 본 과목에서는 "
전공선택,KMSE415,에너지환경재료,4,1.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2," This course covers the various energy/environment materials. The working principles of fuel cell, solar cell, secondary battery, supercapacitor, environmental catalyst and environmental gas sensors will be treated and the relating materials issues will b"," 에너지의 샹성, 저장, 변환과 환경에 관련된 재료를 학습한다. 연료전지, 태양전지, 이차전지, 슈퍼캐패시터, 환경촉매, 환경가스센서 등의 에너지 환경 관련 소자의 동작원리를 이해하고, 이들 소자에 이용되는 재료의 특성에 대해 학습한다."
전공선택,KMSE416,나노소재,4,2.0,,,,,3,3,복잡한 문제 해결 능력,공과대학,신소재공학부,신소재공학부,,,2,"This course introduces the principles, syntheses, and applications of 0-, 1-, 2-, and 3-D nanomaterials including nanoparticels, nanowires, nanotubes, nanosheets, nanobulks, etc. Nanostructures of metals, ceramics, polymers, and semiconductors will be cov","재료가 나노미터 크기가 되었을 때 새로운 물성이 발현되는 여러 가지 나노효과에 대해서 학습하고, 나노 분말, 나노튜브, 나노선 등의 나노 구조를 이용한 새로운 개념의 전자소자, 환경촉매, 구조재료, 복합재료 등을 소개한다."
전공선택,KMSE417,융합기술및신소재응용,4,1.0,,,,,3,3,융합 교육을 통한 창의력,공과대학,신소재공학부,신소재공학부,,,2," The course provides an introduction to the most recent advances in the NT-IT, NT-BT, and NT-ET converging technologies and discusses how advaced materials such as nano-materials are being applied through reviewing various case studies."," 본 강좌는 최근 세계적으로 부각되고 있는 NT-IT, NT-BT 및 NT-ET 융합기술의 동향을 탐색하며 나노소재와 같은 신소재가 어떻게 응용되고 있는지 사례학습을 통해 고찰한다."
전공선택,KMSE423,신소재실습및창업설계Ⅰ,4,1.0,,,,,3,4,사람 및 AI와의 소통 능력,공과대학,신소재공학부,신소재공학부,,,1,"Through this coure, students learn how to use their knowledges on ceramics, metal and polymer to produce the real products.","본 과목을 통해서 이론적으로 알고있는 세라믹, 금속 및 고분자 재료에 대한 지식을 생산공정에 어떻게 적용하는지를 배운다."
전공선택,KMSE424,신소재실습및창업설계Ⅱ,4,2.0,,,,,3,4,사람 및 AI와의 소통 능력,공과대학,신소재공학부,신소재공학부,,,2,"Through this coure, students learn how to use their knowledges on ceramics, metal and polymer to produce the real products.","본 과목을 통해서 이론적으로 알고있는 세라믹, 금속 및 고분자 재료에 대한 지식을 생산공정에 어떻게 적용하는지를 배운다."
전공선택,KMSE421,산학협동강좌1,4,1.0,,,,,2,3,팀워크를 통한 협력,공과대학,신소재공학부,신소재공학부,,,0, This course provides practial industrial knowledge through industry-university cooperative system.," 본 강좌에서는 CEO, CTO등 산업체 전문가를 통하여 실제 산업현장에 필요한 응용 지식을 습득하는 것을 목적으로 한다."
전공인정,EGRN230,국제공학인턴쉽Ⅲ,2,,,,,,9,0,,공과대학,신소재공학부,공과대학,,,0,This Internship benefits include developing personally and professionally while working companies abroad to second and third year students during vacation. Students are able to apply theoretical principles into real-world. Students are expected to accumul,"4학년 학생을 대상으로 정규 학기 중에 해외에 소재한 기업 또는 기관에서 강의실에서 배운 이론적인 지식을 현장에서 적용하도록 한다. 해외 진출에 따른 실무적인 준비, 현지 생활, 해당국 어학 및 타국 문화이해 증진 등의 다양한 경험을 쌓도록 한다"
전공인정,EGRN242,데이터학습과지능,2,,,,,,3,3,,공과대학,신소재공학부,공과대학,,,4,"Theories & techniques in machine learning plays a crucial role in modern data science applications and includes the topics such as classification, regression models, clustering, dimension reduction, reinforcement and deep learning. Understanding of the bi","기계학습 이론과 전문기술은 현대 데이터과학 응용에서 결정적인 역할을 하며, 다양한 분류, 회귀모델, 군집화, 차원축소, 강화학습 그리고 딥러닝을 포함합니다. 기계학습 문제와 관련 전문기술에 대한 큰 그림에 대해 이해하고 문제해결에 활용할 수 있도록 합니다. 이 강 "
전공인정,EGRN332,기술과창업,3,,,,,,3,3,감성적 지능과 유연한 사고,공과대학,신소재공학부,공과대학,,,1,,
전공인정,EGRN430,공학인턴십Ⅰ,4,,,,,,6,0,,공과대학,신소재공학부,공과대학,,,3,This Internship gives senior students the opportunity to integrate theory learned in the classroom with practical application and skills development.,인턴쉽프로그램을 통해 수업에서 배운 이론을 실제로 적용하는 기회를 제공한다.
전공인정,EGRN440,공학인턴십Ⅱ,4,,,,,,9,0,,공과대학,신소재공학부,공과대학,,,3,This internship is to provide opportunities to senior students that they can apply theoretical principles and practical techniques to real-world through participating in various engineering fields such as high-tech industry and R&D.,인턴쉽프로그램을 통해 R&D 분야와 같은 다양한 공학 현장에서 이론과 기술적 사항들을 실제 적용하는 기회를 제공한다.
